Date,Top20_Gross,Top20_Minimum,Top20_Base,Top20_Conservative,KOSPI
2017-01-19,1.033326537855169,1.0331715388744913,1.0311048857987808,1.0279532398583233,1.0321682709305393
2017-01-20,1.0221347924730901,1.0219814722542198,1.0199372026692732,1.0168196915522312,1.0285929120252566
2017-01-23,1.0150652126609638,1.0149129528790652,1.012882822453743,1.0097868735551279,1.0287821371483772
2017-01-24,1.0074915504824886,1.0073404267499169,1.0053254436489516,1.0022525944199807,1.0286676061528044
2017-01-25,0.9940746588263655,0.9939255476275421,0.9919373983098891,0.9889054706004694,1.0292551999561794
2017-01-26,1.008449652512823,1.0082983850649467,1.0062814857599207,1.0032057143197572,1.0375462481139732
2017-01-31,0.9996948219993266,0.9995448677760274,0.9975454781320283,0.994496408924931,1.0295689152918799
2017-02-01,1.0110624116537839,1.0109107522920366,1.0088886274687285,1.005804887113185,1.0359975898694844
2017-02-02,0.9950032539464373,0.9948540034583462,0.9928639969504527,0.9898292370259166,1.0312819006169736
2017-02-03,0.9911017638226314,0.9909530985580589,0.988970895030413,0.9859480346507545,1.032352516445157
2017-02-06,0.9937094928733256,0.9935604364493955,0.9915730174636482,0.9885422035103851,1.0345933402715877
2017-02-07,0.9899172505419009,0.9897687629543206,0.9877889284532362,0.9847696808390839,1.0333733361883088
2017-02-08,0.9899877483277639,0.9898392501655157,0.9878592746688595,0.9848398120364603,1.028328992774588
2017-02-09,0.9945114716914364,0.9943622949706835,0.9923732720273001,0.9893400120386416,1.0287273614548424
2017-02-10,0.9962532205987096,0.9961037826156207,0.9941112761744226,0.9910727038515971,1.0333086012777675
2017-02-13,1.0147326629591482,1.0145804530597051,1.0125509877337862,1.0094560531117613,1.0350863215134027
2017-02-14,1.0270914863432674,1.0269374226203167,1.0248832396476295,1.021750610614283,1.0330546412441055
2017-02-15,1.0365303858770556,1.036374906319175,1.0343018455474202,1.0311404278704956,1.037680697543559
2017-02-16,1.0348845661433788,1.0347293334584582,1.032659564326171,1.0295031663994338,1.036674816625917
2017-02-17,1.0371406571293107,1.0369850860307424,1.0349108047164832,1.031747525712239,1.0360473859545163
2017-02-20,1.0415031937340202,1.0413469682549612,1.0392639618674926,1.0360873771266041,1.0379446167942274
2017-02-21,1.0499015343052875,1.0497440490751428,1.0476442460065318,1.0444420463269009,1.0471768109591222
2017-02-22,1.0472165517404735,1.0470594692577133,1.044965036154232,1.0417710256714237,1.0490093068882924
2017-02-23,1.037722967037214,1.0375673085921593,1.0354918626580845,1.032326807608621,1.0495172269556168
2017-02-24,1.033281667891731,1.0331266756415483,1.0310601123057643,1.0279086032186946,1.0427897758678213
2017-02-27,1.0369389448053254,1.0367834039636057,1.0347095260739945,1.0315468622923383,1.038507312555087
2017-02-28,1.037287490736564,1.0371318976129544,1.0350573226314808,1.0318935957847344,1.0415548329590327
2017-03-02,1.0343457665118427,1.034190614646867,1.0321219231138428,1.0289671685259818,1.0470373819210335
2017-03-03,1.0184631764226852,1.0183104069462228,1.0162734805933769,1.0131671679052878,1.0351361175984344
2017-03-06,1.0157470604376464,1.0155946983785817,1.0135632042577059,1.0104651757233714,1.0364357954177643
2017-03-07,1.026379581089012,1.0262256241518495,1.0241728649896709,1.0210424072673498,1.0427549186082992
2017-03-08,1.0287416173767183,1.0285873061341126,1.0265298228993587,1.02339216096636,1.0434321453647313
2017-03-09,1.0237257082055977,1.0235721493493677,1.021524697932956,1.0184023345229294,1.0412660156658482
2017-03-10,1.029990653478999,1.0298361548809782,1.0277761735740196,1.0246347020809092,1.0443981894143481
2017-03-13,1.0259609213023675,1.025807027164173,1.0237551053215679,1.020625924511596,1.0544769170247836
2017-03-14,1.0230295505459126,1.0228760961133314,1.0208300370122392,1.0177097968830746,1.0625389031914312
2017-03-15,1.0239201579204744,1.023766569896787,1.0217187295809456,1.0185957730992885,1.0621504937281832
2017-03-16,1.0397665383109866,1.0396105733302408,1.0375310402536182,1.0343597523117702,1.0706556650516135
2017-03-17,1.0485125014682033,1.048355224592984,1.0462581995900468,1.0430602364605694,1.0778760973812238
2017-03-20,1.0444907626957447,1.044334089081341,1.042245107555949,1.0390594107297275,1.0741065337443172
2017-03-21,1.0408409815027433,1.0406848553555186,1.0386031733925123,1.0354286083989297,1.0847479571156116
2017-03-22,1.0324183317548319,1.0322634690050694,1.0301986323415588,1.0270497564297074,1.0797285117444066
2017-03-23,1.035940338091714,1.035784947041001,1.0337130663648166,1.0305534483336378,1.0819294987028119
2017-03-24,1.031605563343004,1.031450822508503,1.0293876113818161,1.026241214413621,1.0800521862971133
2017-03-27,1.0236841828951218,1.023530630267688,1.0214832619018968,1.0183610251440678,1.0734342865963877
2017-03-28,1.0292338368693392,1.0290794517938093,1.0270209841200697,1.0238818209176193,1.07724368710132
2017-03-29,1.0275863529452307,1.0274322149922894,1.0253770422863981,1.0222429039099161,1.079071203421987
2017-03-30,1.022967095197024,1.022813650132745,1.0207677159423503,1.0176476663020002,1.0779059750322428
2017-03-31,1.0370065769682844,1.0368510259817396,1.0347770128278024,1.03161414276805,1.0757099676823407
